edad,tipo_empresa,peso_final,max_nivel_educ,agnos_educacion,estado_civil,ocupacion,relacion_jhogar,ciudadania,sexo,ganancia_cap,perdida_cap,hrs_sem,comuna,net60mn
65,empresa privada,176796,educ media completa,9,divorciado-a,administrativo,sin familia,chileno,mujer,0,0,40,Vitacura,0
35,empresa privada,538583,3roMedio,7,separado-a,chofer-mudanza,sin familia,pueblo originario,hombre,3674,0,40,Vitacura,0
41,empresa privada,130408,educ media completa,9,divorciado-a,ventas,soltero,pueblo originario,mujer,0,0,38,Vitacura,0
25,empresa privada,159732,univ incompleta,10,nunca casado-a,administrativo,sin familia,chileno,hombre,0,0,42,Vitacura,0
33,empresa privada,110978,univ incompleta,10,divorciado-a,mantenedor-reparador,otro parentezco,otro,mujer,0,0,40,Vitacura,0
28,empresa privada,76714,postitulo,15,nunca casado-a,profesional c-especialidad,sin familia,chileno,hombre,0,0,55,Vitacura,1
59,serv publico nacional,268700,educ media completa,9,casado-a,otros servicios,esposo,chileno,hombre,0,0,40,Vitacura,0
40,serv publico nacional,170525,univ incompleta,10,nunca casado-a,administrativo,sin familia,chileno,mujer,0,0,38,Vitacura,0
41,empresa privada,180138,universitaria,13,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,50,Puerto Varas,1
38,serv publico municipal,115076,magister,14,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,70,Vitacura,1
23,empresa privada,115458,educ media completa,9,nunca casado-a,chofer-mudanza,hijo-a,chileno,hombre,0,0,40,Vitacura,0
40,empresa privada,347890,universitaria,13,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,40,Vitacura,1
41,emprendedor,196001,educ media completa,9,casado-a,otros servicios,esposa,chileno,mujer,0,0,20,Vitacura,0
24,serv publico nacional,273905,bachiller univ,12,casado-a,servicios seguridad,esposo,chileno,hombre,0,0,50,Vitacura,0
20,?,119156,univ incompleta,10,nunca casado-a,?,hijo-a,chileno,hombre,0,0,20,Vitacura,0
38,empresa privada,179488,univ incompleta,10,divorciado-a,mantenedor-reparador,sin familia,chileno,hombre,0,1741,40,Vitacura,0
56,empresa privada,203580,educ media completa,9,casado-a,administrativo,esposo,chileno,hombre,0,0,35,?,0
58,empresa privada,236596,educ media completa,9,casado-a,administrativo,esposo,chileno,hombre,0,0,45,Vitacura,1
32,empresa privada,183916,educ media completa,9,nunca casado-a,otros servicios,sin familia,chileno,mujer,0,0,34,Vitacura,0
40,empresa privada,207578,bachiller univ,12,casado-a,soporte tecnico,esposo,chileno,hombre,0,1977,60,Vitacura,1
45,empresa privada,153141,educ media completa,9,casado-a,administrativo,esposo,chileno,hombre,0,0,40,?,0
41,empresa privada,112763,postitulo,15,casado-a,profesional c-especialidad,esposa,chileno,mujer,0,0,40,Vitacura,1
42,empresa privada,390781,universitaria,13,casado-a,administrativo,esposa,pueblo originario,mujer,0,0,40,Vitacura,0
59,serv publico municipal,171328,2doMedio,6,viudo-a,otros servicios,soltero,pueblo originario,mujer,0,0,30,Vitacura,0
19,serv publico municipal,27382,univ incompleta,10,nunca casado-a,administrativo,hijo-a,chileno,hombre,0,0,40,Vitacura,0
58,empresa privada,259014,univ incompleta,10,nunca casado-a,chofer-mudanza,sin familia,chileno,hombre,0,0,20,Vitacura,0
42,emprendedor,303044,educ media completa,9,casado-a,agricultor-pescador,esposo,extranjero,hombre,0,0,40,Ancud,1
20,empresa privada,117789,educ media completa,9,nunca casado-a,otros servicios,hijo-a,chileno,mujer,0,0,40,Vitacura,0
32,empresa privada,172579,educ media completa,9,separado-a,otros servicios,sin familia,chileno,mujer,0,0,30,Vitacura,0
45,empresa privada,187666,tecnico no-univ,11,viudo-a,ejecutivo gerencial,sin familia,chileno,mujer,0,0,45,Vitacura,0
50,empresa privada,204518,8voBasico,4,divorciado-a,mantenedor-reparador,sin familia,chileno,hombre,0,0,40,Vitacura,0
36,empresa privada,150042,universitaria,13,divorciado-a,profesional c-especialidad,hijo-a,chileno,mujer,0,0,40,Vitacura,0
45,empresa privada,98092,educ media completa,9,casado-a,ventas,esposo,chileno,hombre,0,0,60,Vitacura,0
17,empresa privada,245918,3roMedio,7,nunca casado-a,otros servicios,hijo-a,chileno,hombre,0,0,12,Vitacura,0
59,empresa privada,146013,univ incompleta,10,casado-a,ventas,esposo,chileno,hombre,4064,0,40,Vitacura,0
26,empresa privada,378322,3roMedio,7,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,0
37,empresario,257295,univ incompleta,10,casado-a,ejecutivo gerencial,esposo,extranjero,hombre,0,0,75,Pirque,1
19,?,218956,univ incompleta,10,nunca casado-a,?,hijo-a,chileno,hombre,0,0,24,Copiapo,0
64,empresa privada,21174,educ media completa,9,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,40,Vitacura,1
33,empresa privada,185480,universitaria,13,nunca casado-a,profesional c-especialidad,sin familia,chileno,mujer,0,0,45,Vitacura,0
33,empresa privada,222205,educ media completa,9,casado-a,mantenedor-reparador,esposa,chileno,mujer,0,0,40,Vitacura,1
61,empresa privada,69867,educ media completa,9,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,40,Vitacura,1
17,empresa privada,191260,1roMedio,5,nunca casado-a,otros servicios,hijo-a,chileno,hombre,1055,0,24,Vitacura,0
50,emprendedor,30653,magister,14,casado-a,agricultor-pescador,esposo,chileno,hombre,2407,0,98,Vitacura,0
27,serv publico municipal,209109,magister,14,nunca casado-a,profesional c-especialidad,hijo-a,chileno,hombre,0,0,35,Vitacura,0
30,empresa privada,70377,educ media completa,9,divorciado-a,profesional c-especialidad,hijo-a,chileno,mujer,0,0,40,Vitacura,0
43,empresa privada,477983,educ media completa,9,casado-a,reponedor-aseador,esposo,pueblo originario,hombre,0,0,40,Vitacura,0
44,empresa privada,170924,univ incompleta,10,casado-a,mantenedor-reparador,esposo,chileno,hombre,7298,0,40,Vitacura,1
35,empresa privada,190174,univ incompleta,10,nunca casado-a,ejecutivo gerencial,sin familia,chileno,mujer,0,0,40,Vitacura,0
25,empresa privada,193787,univ incompleta,10,nunca casado-a,soporte tecnico,hijo-a,chileno,mujer,0,0,40,Vitacura,0
24,empresa privada,279472,univ incompleta,10,casado-a,operador maquinaria-inspector,esposa,chileno,mujer,7298,0,48,Vitacura,1
22,empresa privada,34918,universitaria,13,nunca casado-a,profesional c-especialidad,sin familia,chileno,mujer,0,0,15,Lo Barnechea,0
42,serv publico municipal,97688,univ incompleta,10,casado-a,mantenedor-reparador,esposo,chileno,hombre,5178,0,40,Vitacura,1
34,empresa privada,175413,bachiller univ,12,divorciado-a,ventas,soltero,pueblo originario,mujer,0,0,45,Vitacura,0
60,empresa privada,173960,universitaria,13,divorciado-a,profesional c-especialidad,sin familia,chileno,mujer,0,0,42,Vitacura,0
21,empresa privada,205759,educ media completa,9,nunca casado-a,reponedor-aseador,hijo-a,chileno,hombre,0,0,40,Vitacura,0
57,serv publico regional,425161,magister,14,casado-a,ventas,esposo,chileno,hombre,15024,0,40,Vitacura,1
41,empresa privada,220531,postitulo,15,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,60,Vitacura,1
50,empresa privada,176609,univ incompleta,10,divorciado-a,otros servicios,sin familia,chileno,hombre,0,0,45,Vitacura,0
25,empresa privada,371987,universitaria,13,nunca casado-a,ejecutivo gerencial,sin familia,chileno,mujer,0,0,40,Vitacura,0
50,empresa privada,193884,8voBasico,4,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Osorno,0
36,empresa privada,200352,universitaria,13,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,45,Vitacura,0
31,empresa privada,127595,educ media completa,9,divorciado-a,profesional c-especialidad,sin familia,chileno,mujer,0,0,40,Vitacura,0
29,serv publico municipal,220419,universitaria,13,nunca casado-a,servicios seguridad,sin familia,chileno,hombre,0,0,56,Vitacura,0
21,empresa privada,231931,univ incompleta,10,nunca casado-a,ventas,hijo-a,chileno,hombre,0,0,45,Vitacura,0
27,empresa privada,248402,universitaria,13,nunca casado-a,soporte tecnico,soltero,pueblo originario,mujer,0,0,40,Vitacura,0
65,empresa privada,111095,educ media completa,9,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,16,Vitacura,0
37,empresario,57424,universitaria,13,divorciado-a,ventas,sin familia,chileno,mujer,0,0,60,Vitacura,0
39,?,157443,magister,14,casado-a,?,esposa,extranjero,mujer,3464,0,40,?,0
24,empresa privada,278130,educ media completa,9,nunca casado-a,mantenedor-reparador,hijo-a,chileno,hombre,0,0,40,Vitacura,0
38,empresa privada,169469,educ media completa,9,divorciado-a,ventas,sin familia,chileno,hombre,0,0,80,Vitacura,0
48,empresa privada,146268,universitaria,13,casado-a,administrativo,esposo,chileno,hombre,7688,0,40,Vitacura,1
21,empresa privada,153718,univ incompleta,10,nunca casado-a,otros servicios,sin familia,extranjero,mujer,0,0,25,Vitacura,0
31,empresa privada,217460,educ media completa,9,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,45,Vitacura,1
55,empresa privada,238638,educ media completa,9,casado-a,ventas,esposo,chileno,hombre,4386,0,40,Vitacura,1
24,empresa privada,303296,univ incompleta,10,casado-a,administrativo,esposa,extranjero,mujer,0,0,40,Hualpen,0
43,empresa privada,173321,educ media completa,9,divorciado-a,administrativo,sin familia,chileno,mujer,0,0,40,Vitacura,0
26,empresa privada,193945,bachiller univ,12,nunca casado-a,soporte tecnico,sin familia,chileno,hombre,0,0,45,Vitacura,0
46,empresa privada,83082,bachiller univ,12,nunca casado-a,profesional c-especialidad,sin familia,chileno,mujer,0,0,33,Vitacura,0
35,empresa privada,193815,bachiller univ,12,casado-a,administrativo,esposo,chileno,hombre,0,0,40,Vitacura,1
41,empresario,34987,univ incompleta,10,casado-a,agricultor-pescador,esposo,chileno,hombre,0,0,54,Vitacura,1
26,empresa privada,59306,universitaria,13,nunca casado-a,ventas,sin familia,chileno,hombre,0,0,40,Vitacura,0
34,empresa privada,142897,magister,14,casado-a,ejecutivo gerencial,esposo,extranjero,hombre,7298,0,35,Santiago,1
19,?,860348,univ incompleta,10,nunca casado-a,?,hijo-a,pueblo originario,mujer,0,0,25,Vitacura,0
36,emprendedor,205607,universitaria,13,divorciado-a,profesional c-especialidad,sin familia,pueblo originario,mujer,0,0,40,Vitacura,1
22,empresa privada,199698,univ incompleta,10,nunca casado-a,ventas,hijo-a,chileno,hombre,0,0,15,Vitacura,0
24,empresa privada,191954,univ incompleta,10,nunca casado-a,operador maquinaria-inspector,sin familia,chileno,hombre,0,0,40,Vitacura,0
77,emprendedor,138714,univ incompleta,10,casado-a,ventas,esposo,chileno,hombre,0,0,40,Vitacura,0
22,empresa privada,399087,6toBasico,3,casado-a,operador maquinaria-inspector,otro parentezco,chileno,mujer,0,0,40,Machali,0
29,empresa privada,423158,univ incompleta,10,nunca casado-a,soporte tecnico,sin familia,chileno,mujer,0,0,40,Vitacura,0
62,empresa privada,159841,educ media completa,9,viudo-a,otros servicios,sin familia,chileno,mujer,0,0,24,Vitacura,0
39,emprendedor,174308,educ media completa,9,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,40,Vitacura,0
43,empresa privada,50356,univ incompleta,10,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,1485,50,Vitacura,0
35,empresa privada,186110,educ media completa,9,divorciado-a,chofer-mudanza,sin familia,chileno,hombre,0,0,45,Vitacura,0
29,empresa privada,200381,3roMedio,7,nunca casado-a,ejecutivo gerencial,sin familia,chileno,mujer,0,0,40,Vitacura,0
76,emprendedor,174309,magister,14,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,10,Vitacura,0
63,emprendedor,78383,educ media completa,9,casado-a,agricultor-pescador,esposo,chileno,hombre,0,0,45,Vitacura,0
23,?,211601,tecnico no-univ,11,nunca casado-a,?,hijo-a,pueblo originario,mujer,0,0,15,Vitacura,0
43,empresa privada,187728,univ incompleta,10,casado-a,profesional c-especialidad,esposa,chileno,mujer,0,1887,50,Vitacura,1
58,emprendedor,321171,educ media completa,9,casado-a,reponedor-aseador,esposo,chileno,hombre,0,0,40,Vitacura,0
66,empresa privada,127921,educ media completa,9,nunca casado-a,chofer-mudanza,sin familia,chileno,hombre,2050,0,55,Vitacura,0
41,empresa privada,206565,univ incompleta,10,nunca casado-a,mantenedor-reparador,sin familia,pueblo originario,hombre,0,0,45,Vitacura,0
26,empresa privada,224563,universitaria,13,nunca casado-a,administrativo,sin familia,chileno,hombre,0,0,40,Vitacura,0
47,empresa privada,178686,tecnico no-univ,11,nunca casado-a,otros servicios,sin familia,chileno,hombre,0,0,40,Vitacura,0
55,serv publico municipal,98545,2doMedio,6,casado-a,administrativo,esposo,chileno,hombre,0,0,40,Vitacura,0
53,empresa privada,242606,educ media completa,9,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,40,Vitacura,0
17,empresa privada,270942,6toBasico,3,nunca casado-a,otros servicios,otro parentezco,chileno,hombre,0,0,48,Machali,0
30,empresa privada,94235,educ media completa,9,nunca casado-a,mantenedor-reparador,otro parentezco,chileno,hombre,0,0,40,Vitacura,0
49,empresa privada,71195,magister,14,nunca casado-a,profesional c-especialidad,sin familia,chileno,hombre,0,0,60,Vitacura,0
19,empresa privada,104112,educ media completa,9,nunca casado-a,ventas,soltero,pueblo originario,hombre,0,0,30,Castro,0
45,empresa privada,261192,educ media completa,9,casado-a,otros servicios,esposo,pueblo originario,hombre,0,0,40,Vitacura,0
26,empresa privada,94936,bachiller univ,12,nunca casado-a,ventas,sin familia,chileno,hombre,0,0,40,Vitacura,0
38,empresa privada,296478,tecnico no-univ,11,casado-a,mantenedor-reparador,esposo,chileno,hombre,7298,0,40,Vitacura,1
36,serv publico nacional,119272,educ media completa,9,casado-a,servicios seguridad,esposo,chileno,hombre,7298,0,40,Vitacura,1
33,empresa privada,85043,educ media completa,9,nunca casado-a,agricultor-pescador,sin familia,chileno,hombre,0,0,20,Vitacura,0
22,serv publico nacional,293364,univ incompleta,10,nunca casado-a,servicios seguridad,hijo-a,pueblo originario,mujer,0,0,40,Vitacura,0
43,emprendedor,241895,universitaria,13,nunca casado-a,ventas,sin familia,chileno,hombre,0,0,42,Vitacura,0
67,?,36135,3roMedio,7,casado-a,?,esposo,chileno,hombre,0,0,8,Vitacura,0
30,?,151989,tecnico no-univ,11,divorciado-a,?,soltero,chileno,mujer,0,0,40,Vitacura,0
56,empresa privada,101128,bachiller univ,12,casado-pareja-ausente,otros servicios,sin familia,chileno,hombre,0,0,25,Puerto Varas,0
31,empresa privada,156464,universitaria,13,nunca casado-a,profesional c-especialidad,hijo-a,chileno,hombre,0,0,25,Vitacura,0
33,empresa privada,117963,universitaria,13,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,40,Vitacura,1
26,empresa privada,192262,educ media completa,9,casado-a,otros servicios,esposo,chileno,hombre,0,0,40,Vitacura,0
33,empresa privada,111363,universitaria,13,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,40,Vitacura,1
46,serv publico municipal,329752,3roMedio,7,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,30,Vitacura,0
59,?,372020,universitaria,13,casado-a,?,esposo,chileno,hombre,0,0,40,Vitacura,1
38,serv publico regional,95432,educ media completa,9,casado-a,administrativo,esposo,chileno,hombre,0,0,40,Vitacura,1
65,empresa privada,161400,3roMedio,7,viudo-a,otros servicios,soltero,otro,hombre,0,0,40,Vitacura,0
40,empresa privada,96129,tecnico no-univ,11,casado-a,soporte tecnico,esposo,chileno,hombre,0,0,40,Vitacura,1
42,empresa privada,111949,educ media completa,9,casado-a,administrativo,esposa,chileno,mujer,0,0,35,Vitacura,0
26,emprendedor,117125,1roMedio,5,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Nunoa,0
36,empresa privada,348022,2doMedio,6,casado-a,otros servicios,esposa,chileno,mujer,0,0,24,Vitacura,0
62,empresa privada,270092,magister,14,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,40,Vitacura,1
43,empresa privada,180609,universitaria,13,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,45,Vitacura,0
43,empresa privada,174575,universitaria,13,divorciado-a,ejecutivo gerencial,sin familia,chileno,hombre,0,1564,45,Vitacura,1
22,empresa privada,410439,educ media completa,9,casado-pareja-ausente,ventas,sin familia,chileno,hombre,0,0,55,Vitacura,0
28,empresa privada,92262,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,0
56,emprendedor,183081,univ incompleta,10,casado-a,ventas,esposo,chileno,hombre,0,0,45,Vitacura,0
22,empresa privada,362589,bachiller univ,12,nunca casado-a,ventas,sin familia,chileno,mujer,0,0,15,Vitacura,0
57,empresa privada,212448,universitaria,13,divorciado-a,ejecutivo gerencial,sin familia,chileno,mujer,0,0,45,Vitacura,1
39,empresa privada,481060,educ media completa,9,divorciado-a,ventas,soltero,chileno,mujer,0,0,40,Vitacura,0
26,serv publico regional,185885,univ incompleta,10,nunca casado-a,administrativo,soltero,chileno,mujer,0,0,15,Vitacura,0
17,empresa privada,89821,3roMedio,7,nunca casado-a,otros servicios,hijo-a,chileno,hombre,0,0,10,Vitacura,0
40,serv publico nacional,184018,tecnico no-univ,11,casado-a,operador maquinaria-inspector,esposo,chileno,hombre,0,0,38,Vitacura,1
45,empresa privada,256649,educ media completa,9,casado-a,operador maquinaria-inspector,esposo,pueblo originario,hombre,0,0,40,Vitacura,0
44,empresa privada,160323,educ media completa,9,nunca casado-a,mantenedor-reparador,sin familia,pueblo originario,hombre,0,0,40,Vitacura,0
20,serv publico municipal,350845,univ incompleta,10,nunca casado-a,administrativo,hijo-a,chileno,mujer,0,0,10,Vitacura,0
33,empresa privada,267404,educ media completa,9,casado-a,mantenedor-reparador,esposa,chileno,mujer,0,0,40,Vitacura,0
23,empresa privada,35633,univ incompleta,10,nunca casado-a,ventas,sin familia,chileno,hombre,0,0,40,Vitacura,0
46,emprendedor,80914,magister,14,divorciado-a,ejecutivo gerencial,sin familia,chileno,hombre,0,0,30,Vitacura,0
38,empresa privada,172927,educ media completa,9,casado-a,ventas,esposo,chileno,hombre,0,0,50,Vitacura,0
54,empresa privada,174319,educ media completa,9,divorciado-a,chofer-mudanza,sin familia,chileno,hombre,0,0,40,Vitacura,0
46,empresa privada,214955,6toBasico,3,divorciado-a,mantenedor-reparador,sin familia,chileno,mujer,0,2339,45,Vitacura,0
25,empresa privada,344991,univ incompleta,10,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,0
46,empresa privada,108699,univ incompleta,10,divorciado-a,ventas,sin familia,chileno,mujer,0,0,40,Vitacura,0
36,serv publico municipal,117312,univ incompleta,10,casado-a,chofer-mudanza,esposa,chileno,mujer,0,0,40,Vitacura,0
23,empresa privada,396099,educ media completa,9,nunca casado-a,otros servicios,sin familia,chileno,mujer,0,0,25,Vitacura,0
29,empresa privada,134152,educ media completa,9,separado-a,operador maquinaria-inspector,sin familia,chileno,hombre,0,0,40,Vitacura,0
44,empresa privada,162028,univ incompleta,10,casado-a,administrativo,esposa,chileno,mujer,0,2415,6,Vitacura,1
